strucpro_code,geo_code,crops,strucpro,geo,time,values
PR_HU_EU,PL,Artichokes,Harvested production in EU standard humidity (1000 t),Poland,2017,0
PR_HU_EU,PT,Artichokes,Harvested production in EU standard humidity (1000 t),Portugal,2017,0
PR_HU_EU,RO,Artichokes,Harvested production in EU standard humidity (1000 t),Romania,2017,0
PR_HU_EU,RS,Artichokes,Harvested production in EU standard humidity (1000 t),Serbia,2017,0
PR_HU_EU,SE,Artichokes,Harvested production in EU standard humidity (1000 t),Sweden,2017,0
PR_HU_EU,SI,Artichokes,Harvested production in EU standard humidity (1000 t),Slovenia,2017,0
PR_HU_EU,SK,Artichokes,Harvested production in EU standard humidity (1000 t),Slovakia,2017,0
PR_HU_EU,TR,Artichokes,Harvested production in EU standard humidity (1000 t),Turkey,2017,38
PR_HU_EU,UK,Artichokes,Harvested production in EU standard humidity (1000 t),United Kingdom,2017,0
AR,AL,Artichokes,Area (cultivation/harvested/production) (1000 ha),Albania,2016,0
AR,AT,Artichokes,Area (cultivation/harvested/production) (1000 ha),Austria,2016,0
AR,BA,Artichokes,Area (cultivation/harvested/production) (1000 ha),Bosnia and Herzegovina,2016,0
AR,BE,Artichokes,Area (cultivation/harvested/production) (1000 ha),Belgium,2016,0
AR,BG,Artichokes,Area (cultivation/harvested/production) (1000 ha),Bulgaria,2016,0.59
AR,CH,Artichokes,Area (cultivation/harvested/production) (1000 ha),Switzerland,2016,0
AR,CY,Artichokes,Area (cultivation/harvested/production) (1000 ha),Cyprus,2016,0.12
AR,CZ,Artichokes,Area (cultivation/harvested/production) (1000 ha),Czechia,2016,0
AR,DE,Artichokes,Area (cultivation/harvested/production) (1000 ha),Germany (until 1990 former territory of the FRG),2016,0
AR,DK,Artichokes,Area (cultivation/harvested/production) (1000 ha),Denmark,2016,0
AR,EE,Artichokes,Area (cultivation/harvested/production) (1000 ha),Estonia,2016,0
AR,EL,Artichokes,Area (cultivation/harvested/production) (1000 ha),Greece,2016,0.58
AR,ES,Artichokes,Area (cultivation/harvested/production) (1000 ha),Spain,2016,16.05
AR,EU,Artichokes,Area (cultivation/harvested/production) (1000 ha),"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,68.96
AR,EU27_2020,Artichokes,Area (cultivation/harvested/production) (1000 ha),European Union - 27 countries (from 2020),2016,68.96
AR,EU28,Artichokes,Area (cultivation/harvested/production) (1000 ha),European Union - 28 countries (2013-2020),2016,68.96
AR,FI,Artichokes,Area (cultivation/harvested/production) (1000 ha),Finland,2016,0
AR,FR,Artichokes,Area (cultivation/harvested/production) (1000 ha),France,2016,7.79
AR,HR,Artichokes,Area (cultivation/harvested/production) (1000 ha),Croatia,2016,0
AR,HU,Artichokes,Area (cultivation/harvested/production) (1000 ha),Hungary,2016,0
AR,IE,Artichokes,Area (cultivation/harvested/production) (1000 ha),Ireland,2016,0
AR,IS,Artichokes,Area (cultivation/harvested/production) (1000 ha),Iceland,2016,0
AR,IT,Artichokes,Area (cultivation/harvested/production) (1000 ha),Italy,2016,43.84
AR,LT,Artichokes,Area (cultivation/harvested/production) (1000 ha),Lithuania,2016,0
AR,LU,Artichokes,Area (cultivation/harvested/production) (1000 ha),Luxembourg,2016,0
AR,LV,Artichokes,Area (cultivation/harvested/production) (1000 ha),Latvia,2016,0
AR,ME,Artichokes,Area (cultivation/harvested/production) (1000 ha),Montenegro,2016,0
AR,MK,Artichokes,Area (cultivation/harvested/production) (1000 ha),North Macedonia,2016,0
AR,MT,Artichokes,Area (cultivation/harvested/production) (1000 ha),Malta,2016,0
AR,NL,Artichokes,Area (cultivation/harvested/production) (1000 ha),Netherlands,2016,0
AR,NO,Artichokes,Area (cultivation/harvested/production) (1000 ha),Norway,2016,0
AR,PL,Artichokes,Area (cultivation/harvested/production) (1000 ha),Poland,2016,0
AR,PT,Artichokes,Area (cultivation/harvested/production) (1000 ha),Portugal,2016,0
AR,RO,Artichokes,Area (cultivation/harvested/production) (1000 ha),Romania,2016,0
AR,RS,Artichokes,Area (cultivation/harvested/production) (1000 ha),Serbia,2016,0
AR,SE,Artichokes,Area (cultivation/harvested/production) (1000 ha),Sweden,2016,0
AR,SI,Artichokes,Area (cultivation/harvested/production) (1000 ha),Slovenia,2016,0
AR,SK,Artichokes,Area (cultivation/harvested/production) (1000 ha),Slovakia,2016,0
AR,TR,Artichokes,Area (cultivation/harvested/production) (1000 ha),Turkey,2016,3
AR,UK,Artichokes,Area (cultivation/harvested/production) (1000 ha),United Kingdom,2016,0
PR_HU_EU,AL,Artichokes,Harvested production in EU standard humidity (1000 t),Albania,2016,0
PR_HU_EU,AT,Artichokes,Harvested production in EU standard humidity (1000 t),Austria,2016,0
PR_HU_EU,BA,Artichokes,Harvested production in EU standard humidity (1000 t),Bosnia and Herzegovina,2016,0
PR_HU_EU,BE,Artichokes,Harvested production in EU standard humidity (1000 t),Belgium,2016,0
PR_HU_EU,BG,Artichokes,Harvested production in EU standard humidity (1000 t),Bulgaria,2016,0.87
PR_HU_EU,CH,Artichokes,Harvested production in EU standard humidity (1000 t),Switzerland,2016,0
PR_HU_EU,CY,Artichokes,Harvested production in EU standard humidity (1000 t),Cyprus,2016,2.15
PR_HU_EU,CZ,Artichokes,Harvested production in EU standard humidity (1000 t),Czechia,2016,0
PR_HU_EU,DE,Artichokes,Harvested production in EU standard humidity (1000 t),Germany (until 1990 former territory of the FRG),2016,0
PR_HU_EU,DK,Artichokes,Harvested production in EU standard humidity (1000 t),Denmark,2016,0
PR_HU_EU,EE,Artichokes,Harvested production in EU standard humidity (1000 t),Estonia,2016,0
PR_HU_EU,EL,Artichokes,Harvested production in EU standard humidity (1000 t),Greece,2016,6.31
PR_HU_EU,ES,Artichokes,Harvested production in EU standard humidity (1000 t),Spain,2016,225.62
PR_HU_EU,EU,Artichokes,Harvested production in EU standard humidity (1000 t),"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,647.8
PR_HU_EU,EU27_2020,Artichokes,Harvested production in EU standard humidity (1000 t),European Union - 27 countries (from 2020),2016,647.8
PR_HU_EU,EU28,Artichokes,Harvested production in EU standard humidity (1000 t),European Union - 28 countries (2013-2020),2016,647.8
PR_HU_EU,FI,Artichokes,Harvested production in EU standard humidity (1000 t),Finland,2016,0
PR_HU_EU,FR,Artichokes,Harvested production in EU standard humidity (1000 t),France,2016,45.41
PR_HU_EU,HR,Artichokes,Harvested production in EU standard humidity (1000 t),Croatia,2016,0
PR_HU_EU,HU,Artichokes,Harvested production in EU standard humidity (1000 t),Hungary,2016,0.01
PR_HU_EU,IE,Artichokes,Harvested production in EU standard humidity (1000 t),Ireland,2016,0
PR_HU_EU,IS,Artichokes,Harvested production in EU standard humidity (1000 t),Iceland,2016,0
PR_HU_EU,IT,Artichokes,Harvested production in EU standard humidity (1000 t),Italy,2016,365.99
PR_HU_EU,LT,Artichokes,Harvested production in EU standard humidity (1000 t),Lithuania,2016,0
PR_HU_EU,LU,Artichokes,Harvested production in EU standard humidity (1000 t),Luxembourg,2016,0
PR_HU_EU,LV,Artichokes,Harvested production in EU standard humidity (1000 t),Latvia,2016,0
PR_HU_EU,ME,Artichokes,Harvested production in EU standard humidity (1000 t),Montenegro,2016,0
PR_HU_EU,MK,Artichokes,Harvested production in EU standard humidity (1000 t),North Macedonia,2016,0
PR_HU_EU,MT,Artichokes,Harvested production in EU standard humidity (1000 t),Malta,2016,1.43
PR_HU_EU,NL,Artichokes,Harvested production in EU standard humidity (1000 t),Netherlands,2016,0
PR_HU_EU,NO,Artichokes,Harvested production in EU standard humidity (1000 t),Norway,2016,0
PR_HU_EU,PL,Artichokes,Harvested production in EU standard humidity (1000 t),Poland,2016,0
PR_HU_EU,PT,Artichokes,Harvested production in EU standard humidity (1000 t),Portugal,2016,0
PR_HU_EU,RO,Artichokes,Harvested production in EU standard humidity (1000 t),Romania,2016,0
PR_HU_EU,RS,Artichokes,Harvested production in EU standard humidity (1000 t),Serbia,2016,0
PR_HU_EU,SE,Artichokes,Harvested production in EU standard humidity (1000 t),Sweden,2016,0
PR_HU_EU,SI,Artichokes,Harvested production in EU standard humidity (1000 t),Slovenia,2016,0
PR_HU_EU,SK,Artichokes,Harvested production in EU standard humidity (1000 t),Slovakia,2016,0
PR_HU_EU,TR,Artichokes,Harvested production in EU standard humidity (1000 t),Turkey,2016,36
PR_HU_EU,UK,Artichokes,Harvested production in EU standard humidity (1000 t),United Kingdom,2016,0
AR,AL,Artichokes,Area (cultivation/harvested/production) (1000 ha),Albania,2015,0
AR,AT,Artichokes,Area (cultivation/harvested/production) (1000 ha),Austria,2015,0
AR,BA,Artichokes,Area (cultivation/harvested/production) (1000 ha),Bosnia and Herzegovina,2015,0
AR,BE,Artichokes,Area (cultivation/harvested/production) (1000 ha),Belgium,2015,0
AR,BG,Artichokes,Area (cultivation/harvested/production) (1000 ha),Bulgaria,2015,0.44
AR,CH,Artichokes,Area (cultivation/harvested/production) (1000 ha),Switzerland,2015,0
AR,CY,Artichokes,Area (cultivation/harvested/production) (1000 ha),Cyprus,2015,0.11
AR,CZ,Artichokes,Area (cultivation/harvested/production) (1000 ha),Czechia,2015,0
AR,DE,Artichokes,Area (cultivation/harvested/production) (1000 ha),Germany (until 1990 former territory of the FRG),2015,0
AR,DK,Artichokes,Area (cultivation/harvested/production) (1000 ha),Denmark,2015,0
AR,EE,Artichokes,Area (cultivation/harvested/production) (1000 ha),Estonia,2015,0
AR,EL,Artichokes,Area (cultivation/harvested/production) (1000 ha),Greece,2015,0.61
AR,ES,Artichokes,Area (cultivation/harvested/production) (1000 ha),Spain,2015,15
AR,EU,Artichokes,Area (cultivation/harvested/production) (1000 ha),"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,65.18
AR,EU27_2020,Artichokes,Area (cultivation/harvested/production) (1000 ha),European Union - 27 countries (from 2020),2015,65.18
AR,EU28,Artichokes,Area (cultivation/harvested/production) (1000 ha),European Union - 28 countries (2013-2020),2015,65.18
AR,FI,Artichokes,Area (cultivation/harvested/production) (1000 ha),Finland,2015,0
AR,FR,Artichokes,Area (cultivation/harvested/production) (1000 ha),France,2015,7.71
AR,HR,Artichokes,Area (cultivation/harvested/production) (1000 ha),Croatia,2015,0
AR,HU,Artichokes,Area (cultivation/harvested/production) (1000 ha),Hungary,2015,0
AR,IE,Artichokes,Area (cultivation/harvested/production) (1000 ha),Ireland,2015,0
AR,IS,Artichokes,Area (cultivation/harvested/production) (1000 ha),Iceland,2015,0
AR,IT,Artichokes,Area (cultivation/harvested/production) (1000 ha),Italy,2015,41.3
AR,LT,Artichokes,Area (cultivation/harvested/production) (1000 ha),Lithuania,2015,0
AR,LU,Artichokes,Area (cultivation/harvested/production) (1000 ha),Luxembourg,2015,0
AR,LV,Artichokes,Area (cultivation/harvested/production) (1000 ha),Latvia,2015,0
AR,ME,Artichokes,Area (cultivation/harvested/production) (1000 ha),Montenegro,2015,0
AR,MK,Artichokes,Area (cultivation/harvested/production) (1000 ha),North Macedonia,2015,0
AR,MT,Artichokes,Area (cultivation/harvested/production) (1000 ha),Malta,2015,0
AR,NL,Artichokes,Area (cultivation/harvested/production) (1000 ha),Netherlands,2015,0
AR,PL,Artichokes,Area (cultivation/harvested/production) (1000 ha),Poland,2015,0
AR,PT,Artichokes,Area (cultivation/harvested/production) (1000 ha),Portugal,2015,0
AR,RO,Artichokes,Area (cultivation/harvested/production) (1000 ha),Romania,2015,0
AR,RS,Artichokes,Area (cultivation/harvested/production) (1000 ha),Serbia,2015,0
AR,SE,Artichokes,Area (cultivation/harvested/production) (1000 ha),Sweden,2015,0
AR,SI,Artichokes,Area (cultivation/harvested/production) (1000 ha),Slovenia,2015,0
AR,SK,Artichokes,Area (cultivation/harvested/production) (1000 ha),Slovakia,2015,0
AR,TR,Artichokes,Area (cultivation/harvested/production) (1000 ha),Turkey,2015,3
AR,UK,Artichokes,Area (cultivation/harvested/production) (1000 ha),United Kingdom,2015,0
PR_HU_EU,AT,Artichokes,Harvested production in EU standard humidity (1000 t),Austria,2015,0
PR_HU_EU,BA,Artichokes,Harvested production in EU standard humidity (1000 t),Bosnia and Herzegovina,2015,0
PR_HU_EU,BE,Artichokes,Harvested production in EU standard humidity (1000 t),Belgium,2015,0
PR_HU_EU,BG,Artichokes,Harvested production in EU standard humidity (1000 t),Bulgaria,2015,0.67
PR_HU_EU,CH,Artichokes,Harvested production in EU standard humidity (1000 t),Switzerland,2015,0
PR_HU_EU,CY,Artichokes,Harvested production in EU standard humidity (1000 t),Cyprus,2015,2.06
PR_HU_EU,CZ,Artichokes,Harvested production in EU standard humidity (1000 t),Czechia,2015,0
PR_HU_EU,DE,Artichokes,Harvested production in EU standard humidity (1000 t),Germany (until 1990 former territory of the FRG),2015,0
PR_HU_EU,DK,Artichokes,Harvested production in EU standard humidity (1000 t),Denmark,2015,0
PR_HU_EU,EE,Artichokes,Harvested production in EU standard humidity (1000 t),Estonia,2015,0
PR_HU_EU,EL,Artichokes,Harvested production in EU standard humidity (1000 t),Greece,2015,6.62
PR_HU_EU,ES,Artichokes,Harvested production in EU standard humidity (1000 t),Spain,2015,204.11
PR_HU_EU,EU,Artichokes,Harvested production in EU standard humidity (1000 t),"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,655.12
PR_HU_EU,EU27_2020,Artichokes,Harvested production in EU standard humidity (1000 t),European Union - 27 countries (from 2020),2015,655.12
PR_HU_EU,EU28,Artichokes,Harvested production in EU standard humidity (1000 t),European Union - 28 countries (2013-2020),2015,655.12
PR_HU_EU,FI,Artichokes,Harvested production in EU standard humidity (1000 t),Finland,2015,0
PR_HU_EU,FR,Artichokes,Harvested production in EU standard humidity (1000 t),France,2015,38.46
PR_HU_EU,HR,Artichokes,Harvested production in EU standard humidity (1000 t),Croatia,2015,0
PR_HU_EU,HU,Artichokes,Harvested production in EU standard humidity (1000 t),Hungary,2015,0.02
PR_HU_EU,IE,Artichokes,Harvested production in EU standard humidity (1000 t),Ireland,2015,0
PR_HU_EU,IS,Artichokes,Harvested production in EU standard humidity (1000 t),Iceland,2015,0
PR_HU_EU,IT,Artichokes,Harvested production in EU standard humidity (1000 t),Italy,2015,401.34
PR_HU_EU,LT,Artichokes,Harvested production in EU standard humidity (1000 t),Lithuania,2015,0
PR_HU_EU,LU,Artichokes,Harvested production in EU standard humidity (1000 t),Luxembourg,2015,0
PR_HU_EU,LV,Artichokes,Harvested production in EU standard humidity (1000 t),Latvia,2015,0
PR_HU_EU,ME,Artichokes,Harvested production in EU standard humidity (1000 t),Montenegro,2015,0
PR_HU_EU,MK,Artichokes,Harvested production in EU standard humidity (1000 t),North Macedonia,2015,0
PR_HU_EU,MT,Artichokes,Harvested production in EU standard humidity (1000 t),Malta,2015,1.84
PR_HU_EU,NL,Artichokes,Harvested production in EU standard humidity (1000 t),Netherlands,2015,0
PR_HU_EU,PL,Artichokes,Harvested production in EU standard humidity (1000 t),Poland,2015,0
PR_HU_EU,PT,Artichokes,Harvested production in EU standard humidity (1000 t),Portugal,2015,0
PR_HU_EU,RO,Artichokes,Harvested production in EU standard humidity (1000 t),Romania,2015,0
PR_HU_EU,RS,Artichokes,Harvested production in EU standard humidity (1000 t),Serbia,2015,0
PR_HU_EU,SE,Artichokes,Harvested production in EU standard humidity (1000 t),Sweden,2015,0
PR_HU_EU,SI,Artichokes,Harvested production in EU standard humidity (1000 t),Slovenia,2015,0
PR_HU_EU,SK,Artichokes,Harvested production in EU standard humidity (1000 t),Slovakia,2015,0
PR_HU_EU,TR,Artichokes,Harvested production in EU standard humidity (1000 t),Turkey,2015,33
PR_HU_EU,UK,Artichokes,Harvested production in EU standard humidity (1000 t),United Kingdom,2015,0
AR,AT,Artichokes,Area (cultivation/harvested/production) (1000 ha),Austria,2014,0
AR,BA,Artichokes,Area (cultivation/harvested/production) (1000 ha),Bosnia and Herzegovina,2014,0
AR,BE,Artichokes,Area (cultivation/harvested/production) (1000 ha),Belgium,2014,0
AR,BG,Artichokes,Area (cultivation/harvested/production) (1000 ha),Bulgaria,2014,0
AR,CH,Artichokes,Area (cultivation/harvested/production) (1000 ha),Switzerland,2014,0
AR,CY,Artichokes,Area (cultivation/harvested/production) (1000 ha),Cyprus,2014,0.12
AR,CZ,Artichokes,Area (cultivation/harvested/production) (1000 ha),Czechia,2014,0
AR,DE,Artichokes,Area (cultivation/harvested/production) (1000 ha),Germany (until 1990 former territory of the FRG),2014,0
AR,DK,Artichokes,Area (cultivation/harvested/production) (1000 ha),Denmark,2014,0
AR,EE,Artichokes,Area (cultivation/harvested/production) (1000 ha),Estonia,2014,0
AR,EL,Artichokes,Area (cultivation/harvested/production) (1000 ha),Greece,2014,1.88
AR,ES,Artichokes,Area (cultivation/harvested/production) (1000 ha),Spain,2014,17.43
AR,EU,Artichokes,Area (cultivation/harvested/production) (1000 ha),"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2014,73.57
AR,EU27_2020,Artichokes,Area (cultivation/harvested/production) (1000 ha),European Union - 27 countries (from 2020),2014,73.57
AR,EU28,Artichokes,Area (cultivation/harvested/production) (1000 ha),European Union - 28 countries (2013-2020),2014,73.57
AR,FI,Artichokes,Area (cultivation/harvested/production) (1000 ha),Finland,2014,0
AR,FR,Artichokes,Area (cultivation/harvested/production) (1000 ha),France,2014,7.71
AR,HR,Artichokes,Area (cultivation/harvested/production) (1000 ha),Croatia,2014,0
AR,HU,Artichokes,Area (cultivation/harvested/production) (1000 ha),Hungary,2014,0
AR,IE,Artichokes,Area (cultivation/harvested/production) (1000 ha),Ireland,2014,0
AR,IT,Artichokes,Area (cultivation/harvested/production) (1000 ha),Italy,2014,46.44
AR,LT,Artichokes,Area (cultivation/harvested/production) (1000 ha),Lithuania,2014,0
AR,LU,Artichokes,Area (cultivation/harvested/production) (1000 ha),Luxembourg,2014,0
AR,LV,Artichokes,Area (cultivation/harvested/production) (1000 ha),Latvia,2014,0
AR,ME,Artichokes,Area (cultivation/harvested/production) (1000 ha),Montenegro,2014,0
AR,MK,Artichokes,Area (cultivation/harvested/production) (1000 ha),North Macedonia,2014,0
AR,MT,Artichokes,Area (cultivation/harvested/production) (1000 ha),Malta,2014,0
AR,NL,Artichokes,Area (cultivation/harvested/production) (1000 ha),Netherlands,2014,0
AR,NO,Artichokes,Area (cultivation/harvested/production) (1000 ha),Norway,2014,0
AR,PL,Artichokes,Area (cultivation/harvested/production) (1000 ha),Poland,2014,0
AR,PT,Artichokes,Area (cultivation/harvested/production) (1000 ha),Portugal,2014,0
AR,RO,Artichokes,Area (cultivation/harvested/production) (1000 ha),Romania,2014,0
AR,RS,Artichokes,Area (cultivation/harvested/production) (1000 ha),Serbia,2014,0
AR,SE,Artichokes,Area (cultivation/harvested/production) (1000 ha),Sweden,2014,0
AR,SI,Artichokes,Area (cultivation/harvested/production) (1000 ha),Slovenia,2014,0
AR,SK,Artichokes,Area (cultivation/harvested/production) (1000 ha),Slovakia,2014,0
AR,TR,Artichokes,Area (cultivation/harvested/production) (1000 ha),Turkey,2014,3
AR,UK,Artichokes,Area (cultivation/harvested/production) (1000 ha),United Kingdom,2014,0
AR,XK,Artichokes,Area (cultivation/harvested/production) (1000 ha),Kosovo (under United Nations Security Council Resolution 1244/99),2014,0
PR_HU_EU,AT,Artichokes,Harvested production in EU standard humidity (1000 t),Austria,2014,0
PR_HU_EU,BA,Artichokes,Harvested production in EU standard humidity (1000 t),Bosnia and Herzegovina,2014,0
PR_HU_EU,BE,Artichokes,Harvested production in EU standard humidity (1000 t),Belgium,2014,0
PR_HU_EU,BG,Artichokes,Harvested production in EU standard humidity (1000 t),Bulgaria,2014,0
PR_HU_EU,CH,Artichokes,Harvested production in EU standard humidity (1000 t),Switzerland,2014,0
PR_HU_EU,CY,Artichokes,Harvested production in EU standard humidity (1000 t),Cyprus,2014,2.15
PR_HU_EU,CZ,Artichokes,Harvested production in EU standard humidity (1000 t),Czechia,2014,0
PR_HU_EU,DE,Artichokes,Harvested production in EU standard humidity (1000 t),Germany (until 1990 former territory of the FRG),2014,0
PR_HU_EU,DK,Artichokes,Harvested production in EU standard humidity (1000 t),Denmark,2014,0
PR_HU_EU,EE,Artichokes,Harvested production in EU standard humidity (1000 t),Estonia,2014,0
PR_HU_EU,EL,Artichokes,Harvested production in EU standard humidity (1000 t),Greece,2014,13.65
PR_HU_EU,ES,Artichokes,Harvested production in EU standard humidity (1000 t),Spain,2014,234.09
PR_HU_EU,EU,Artichokes,Harvested production in EU standard humidity (1000 t),"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2014,741.25
PR_HU_EU,EU27_2020,Artichokes,Harvested production in EU standard humidity (1000 t),European Union - 27 countries (from 2020),2014,741.25
PR_HU_EU,EU28,Artichokes,Harvested production in EU standard humidity (1000 t),European Union - 28 countries (2013-2020),2014,741.25
PR_HU_EU,FI,Artichokes,Harvested production in EU standard humidity (1000 t),Finland,2014,0
PR_HU_EU,FR,Artichokes,Harvested production in EU standard humidity (1000 t),France,2014,38.35
PR_HU_EU,HR,Artichokes,Harvested production in EU standard humidity (1000 t),Croatia,2014,0
PR_HU_EU,HU,Artichokes,Harvested production in EU standard humidity (1000 t),Hungary,2014,0
PR_HU_EU,IE,Artichokes,Harvested production in EU standard humidity (1000 t),Ireland,2014,0
PR_HU_EU,IT,Artichokes,Harvested production in EU standard humidity (1000 t),Italy,2014,451.46
PR_HU_EU,LT,Artichokes,Harvested production in EU standard humidity (1000 t),Lithuania,2014,0
PR_HU_EU,LU,Artichokes,Harvested production in EU standard humidity (1000 t),Luxembourg,2014,0
PR_HU_EU,LV,Artichokes,Harvested production in EU standard humidity (1000 t),Latvia,2014,0
PR_HU_EU,ME,Artichokes,Harvested production in EU standard humidity (1000 t),Montenegro,2014,0
PR_HU_EU,MK,Artichokes,Harvested production in EU standard humidity (1000 t),North Macedonia,2014,0
PR_HU_EU,MT,Artichokes,Harvested production in EU standard humidity (1000 t),Malta,2014,1.54
PR_HU_EU,NL,Artichokes,Harvested production in EU standard humidity (1000 t),Netherlands,2014,0
PR_HU_EU,PL,Artichokes,Harvested production in EU standard humidity (1000 t),Poland,2014,0
PR_HU_EU,PT,Artichokes,Harvested production in EU standard humidity (1000 t),Portugal,2014,0
PR_HU_EU,RO,Artichokes,Harvested production in EU standard humidity (1000 t),Romania,2014,0
PR_HU_EU,RS,Artichokes,Harvested production in EU standard humidity (1000 t),Serbia,2014,0
PR_HU_EU,SE,Artichokes,Harvested production in EU standard humidity (1000 t),Sweden,2014,0
PR_HU_EU,SI,Artichokes,Harvested production in EU standard humidity (1000 t),Slovenia,2014,0
PR_HU_EU,SK,Artichokes,Harvested production in EU standard humidity (1000 t),Slovakia,2014,0
PR_HU_EU,TR,Artichokes,Harvested production in EU standard humidity (1000 t),Turkey,2014,35
PR_HU_EU,UK,Artichokes,Harvested production in EU standard humidity (1000 t),United Kingdom,2014,0
PR_HU_EU,XK,Artichokes,Harvested production in EU standard humidity (1000 t),Kosovo (under United Nations Security Council Resolution 1244/99),2014,0
AR,AT,Artichokes,Area (cultivation/harvested/production) (1000 ha),Austria,2013,0
AR,BA,Artichokes,Area (cultivation/harvested/production) (1000 ha),Bosnia and Herzegovina,2013,0
AR,BE,Artichokes,Area (cultivation/harvested/production) (1000 ha),Belgium,2013,0
AR,BG,Artichokes,Area (cultivation/harvested/production) (1000 ha),Bulgaria,2013,0
AR,CY,Artichokes,Area (cultivation/harvested/production) (1000 ha),Cyprus,2013,0.12
AR,CZ,Artichokes,Area (cultivation/harvested/production) (1000 ha),Czechia,2013,0
AR,DE,Artichokes,Area (cultivation/harvested/production) (1000 ha),Germany (until 1990 former territory of the FRG),2013,0
AR,DK,Artichokes,Area (cultivation/harvested/production) (1000 ha),Denmark,2013,0
AR,EE,Artichokes,Area (cultivation/harvested/production) (1000 ha),Estonia,2013,0
AR,EL,Artichokes,Area (cultivation/harvested/production) (1000 ha),Greece,2013,1.88
AR,ES,Artichokes,Area (cultivation/harvested/production) (1000 ha),Spain,2013,15.38
AR,EU,Artichokes,Area (cultivation/harvested/production) (1000 ha),"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,71.97
AR,EU27_2020,Artichokes,Area (cultivation/harvested/production) (1000 ha),European Union - 27 countries (from 2020),2013,71.97
AR,EU28,Artichokes,Area (cultivation/harvested/production) (1000 ha),European Union - 28 countries (2013-2020),2013,71.97
AR,FI,Artichokes,Area (cultivation/harvested/production) (1000 ha),Finland,2013,0
AR,FR,Artichokes,Area (cultivation/harvested/production) (1000 ha),France,2013,7.64
AR,HR,Artichokes,Area (cultivation/harvested/production) (1000 ha),Croatia,2013,0
AR,HU,Artichokes,Area (cultivation/harvested/production) (1000 ha),Hungary,2013,0
AR,IE,Artichokes,Area (cultivation/harvested/production) (1000 ha),Ireland,2013,0
AR,IS,Artichokes,Area (cultivation/harvested/production) (1000 ha),Iceland,2013,0
AR,IT,Artichokes,Area (cultivation/harvested/production) (1000 ha),Italy,2013,46.95
AR,LT,Artichokes,Area (cultivation/harvested/production) (1000 ha),Lithuania,2013,0
AR,LU,Artichokes,Area (cultivation/harvested/production) (1000 ha),Luxembourg,2013,0
AR,LV,Artichokes,Area (cultivation/harvested/production) (1000 ha),Latvia,2013,0
AR,ME,Artichokes,Area (cultivation/harvested/production) (1000 ha),Montenegro,2013,0
AR,MK,Artichokes,Area (cultivation/harvested/production) (1000 ha),North Macedonia,2013,0
AR,MT,Artichokes,Area (cultivation/harvested/production) (1000 ha),Malta,2013,0
AR,NL,Artichokes,Area (cultivation/harvested/production) (1000 ha),Netherlands,2013,0
AR,PL,Artichokes,Area (cultivation/harvested/production) (1000 ha),Poland,2013,0
AR,PT,Artichokes,Area (cultivation/harvested/production) (1000 ha),Portugal,2013,0
AR,RO,Artichokes,Area (cultivation/harvested/production) (1000 ha),Romania,2013,0
AR,RS,Artichokes,Area (cultivation/harvested/production) (1000 ha),Serbia,2013,0
AR,SE,Artichokes,Area (cultivation/harvested/production) (1000 ha),Sweden,2013,0
AR,SI,Artichokes,Area (cultivation/harvested/production) (1000 ha),Slovenia,2013,0
AR,SK,Artichokes,Area (cultivation/harvested/production) (1000 ha),Slovakia,2013,0
AR,TR,Artichokes,Area (cultivation/harvested/production) (1000 ha),Turkey,2013,3
AR,UK,Artichokes,Area (cultivation/harvested/production) (1000 ha),United Kingdom,2013,0
AR,XK,Artichokes,Area (cultivation/harvested/production) (1000 ha),Kosovo (under United Nations Security Council Resolution 1244/99),2013,0
PR_HU_EU,AT,Artichokes,Harvested production in EU standard humidity (1000 t),Austria,2013,0
PR_HU_EU,BA,Artichokes,Harvested production in EU standard humidity (1000 t),Bosnia and Herzegovina,2013,0
PR_HU_EU,BE,Artichokes,Harvested production in EU standard humidity (1000 t),Belgium,2013,0
PR_HU_EU,BG,Artichokes,Harvested production in EU standard humidity (1000 t),Bulgaria,2013,0
PR_HU_EU,CY,Artichokes,Harvested production in EU standard humidity (1000 t),Cyprus,2013,2.08
PR_HU_EU,CZ,Artichokes,Harvested production in EU standard humidity (1000 t),Czechia,2013,0
PR_HU_EU,DE,Artichokes,Harvested production in EU standard humidity (1000 t),Germany (until 1990 former territory of the FRG),2013,0
